party_code,party_name,cand_number,cand_id,issue_1,issue_2,issue_3,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19
A,Socialdemokratiet,11,A_11,"Omsorg og tryghed er fundamentet for København: Nogle københavnere har lidt, andre rigtig meget. Vi skal passe på hinanden og det samfund, vi har. Det har fællesskabet råd til, men det forpligter. Dit liv bliver rigere af, at andre københavnere også føler sig trygge og har det godt. Det betyder mere tryghed i hverdagen, bedre ældrepleje, mere omsorg til de små børn, et ordentligt sted at bo, der er til at betale og et arbejde at stå op til.","Kultur, kreativitet og et stærkt erhvervsliv driver København frem: Et stærkt kulturliv, vilde ideer og nye iværksættere er motoren i vores levende by. Jeg støtter både små og store selvstændige erhvervsdrivende, så København bliver et sted, hvor kulturen blomstrer, og virksomheder vokser. Vi skal undgå butiksdød, for når butikkerne lukker, dør byen. Du skal kunne køre i bil og parkere den tæt på din bopæl og butik, og derfor skal der etableres Flere P-pladser.","Lad os tænke grønt i alt, hvad vi foretager os: Klimaforandringerne mærkes allerede med oversvømmelser i gader og kældre. Derfor skal vi handle nu. København skal klimasikres, både når vi bygger nyt, planlægger transport, sikrer drikkevandet og udvikler energiløsninger. Grønne valg skal være lettere for dig at træffe og skal være en naturlig del af alle beslutninger, så byen kan modstå fremtidens vejr og forblive et godt og trygt sted at bo.",-0.5,-0.5,-0.5,0.5,-0.5,1,-0.5,0.5,0.5,0.5,0.5,-0.5,1,-0.5,0.5,-0.5,0.5,0.5,-0.5
A,Socialdemokratiet,12,A_12,"Glade børn læser bøger: Glade børn lærer bedst Børn skal have mere ud af deres skole, og når næsten 11 % af børn i København dumper dansk og matematik, så skal vi gøre det bedre. Børns trivsel styrkes når de læser, så vi skal have læselysten tilbage i skolen. Læsende børn er bedre til at: • Koncentrere sig • Vise empati • Løse problemer",Stærke foreninger: I en tid med stigende konkurrence og individualisering skal det være let at være frivillig og at drive en forening. Stærke foreninger er med til at danne os og giver vigtige demokratiske egenskaber som respekt og samarbejde.,"En samlet bydel: Bydelen Vanløse har cirka 41000 indbyggere med borgere, der er aktive i mange forskellige områder. Bydelene skal kunne beslutte flere ting selv, som for eksempel hvordan byens centrale plads skal se ud og fungere. Vanløse har samme antal borgere som Fredercia, men mangler et centralt sted at samle sig.",-0.5,-0.5,-0.5,0.5,0.5,1,1,1,1,0.5,1,-1,1,0.5,1,1,1,0.5,-1
A,Socialdemokratiet,13,A_13,"Tag kontrollen tilbage over boligmarkedet: som barn af københavn, født og opvokset på amager, har jeg allerede som 27-årig boet I alle hjørner af byen. Jeg kender kampen for at blive boende! Jeg kæmper for, at flere får mulighed for at eje deres egen bolig – fordi tryghed starter med et hjem. Flere kommunalt ejede grunde skal reserveres til boligbyggeri med fokus på studerende, førstegangskøbere, ældre og almindelige lønmodtagere.","Stærke skoler og daginstitutioner – et lettere familieliv: som mange andre drømmer jeg om at stifte familie I københavn, men det er ikke uden bekymringer. Jeg kæmper for flere pædagoger I daginstitutionerne og flere lærere I folkeskolerne, så vi kan nedbringe ventelisterne og skabe bedre læring samt trygge rammer for vores børn. Derudover skal daginstitutioner have fleksible åbningstider, der matcher alles arbejds- og familieliv.","Bekæmp drugging I nattelivet: jeg elsker københavns natteliv, men én oplevelse ændrede alt: jeg blev drugget. Derfor kæmper jeg for at sikre, at nattelivet er et sted for frihed og glæde, ikke frygt og frihedsberøvelse. Drugging skal forebygges, og hvis man bliver drugget, skal man have hjælp. Vi skal støtte private initiativer og barer, der arbejder med forebyggelse samt sikre bedre oplysning og synlig hjælp I nattelivet.",-0.5,-1,-0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,-1,0.5,-0.5,1,1,1,0.5,-0.5
A,Socialdemokratiet,14,A_14,"Det vigtigste er vores børn: For mig er det vigtigste, at alle børn får en god og tryg hverdag. Derfor er den vigtigste opgave også at sikre flere pædagoger og lærere. Det kræver at København både er en by, hvor pædagoger og lærere har råd til at bo og lyst til at arbejde. Jeg vil bl.a. arbejde for mere forberedelsestid, afskaffelse af lukkedage, højere normeringer og mindre klasser.","En by, hvor du har råd til at blive boende: København skal være en by, hvor du både har råd til at flytte hjemmefra, få børn og blive ældre i. Det kræver at vi bygger flere almene boliger og ejerlejligheder i stedet for endnu flere dyre private udlejningsboliger. Samtidig skal vi gøre det billigere at bo i byen her og nu. Derfor skal daginstitutioner gøres gratis og den offentlige transport være billigere.","En kommune, der gør dit liv lettere: Det skal ikke være en kamp at få den nødvendige hjælp til børn med særlige behov. Det bliver alligevel kun dyrere på sigt. Det samme gælder mennesker med handicap eller ældre, der ikke kan klare det hele selv. Kommunens opgave er at gøre hverdagen lettere - ikke mere besværlig. Derfor skal det også være lettere - og billigere - at parkere for alle der bor og arbejder i København.",-0.5,-0.5,-0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,-1,0.5,-0.5,1,0.5,0.5,0.5,-0.5
A,Socialdemokratiet,15,A_15,"Investér i kvinders sundhed: “Det skal ikke gøre ondt at være kvinde” Alligevel lever mange kvinder et liv i smerter. Der er forsket for lidt i kvinders sundhed, og politisk er kvindekroppen alt for længe blevet nedprioriteret. Hjælpen skal ikke kun være for dem, der har råd til private tilbud - men være en del af vores fælles velfærd.",,,-0.5,-0.5,-0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,-1,1,0.5,1,1,0.5,0.5,-1
A,Socialdemokratiet,16,A_16,"En kommune, der virker – for mennesker: København skal være den bedste den bedste by at vokse op i. Vi skal have børn og unge væk fra skærmen og hen til aktiviteter sammen med andre. Vi skal give et foreningspas til børn og unge, så de ikke blot er tilskuere, men sammen med andre deltager aktivt i sport, spejder, kunst og kultur. En by med aktive børn og unge - og voksne.","København skal være den bedste by at bo i for alle generationer: Tryghed er en forudsætning for trivsel. Det er vigtigt, at alle kan bo og færdes trygt i hele København. Vi skal passe på hinanden – hele livet! Vi skal have flere boliger for dem, der leverer velfærd og holder byen i fin stand. Vi kan ikke rette et pilskævt boligmarked op, men vi skal bruge alle midler for at få flere ejerboliger og almennyttige boliger med nabofællesskaber.","En by i balance, hvor hverdagen kan hænge sammen.: Vi skal have bedre offentlig transport og gode cykelforhold, men må ikke glemme dem, der er afhængige af bilen. København skal være den bedste by at få ideer i. Jeg vil styrke de lokale virksomheder, erhvervsnetværk, detailhandel og håndværkere, så vi får et levende og dynamisk erhvervsliv.",0.5,0.5,-0.5,0.5,0.5,1,1,0.5,0.5,-0.5,0.5,-1,1,0.5,1,1,-0.5,1,-0.5
A,Socialdemokratiet,17,A_17,"Sammen mod ensomhed: Ensomhed er stigende og rammer alle aldersgrupper og kan være lige så farligt for helbredet som at ryge 15 cigaretter om dagen. Jeg vil arbejde for, at gøre København til foregangsby i kampen mod ensomhed med flere senior-bofællesskaber og styrke fællesskaber på tværs af alder.","København som grøn by: København skal være grønnere. Jeg vil arbejde for, at alle københavnere kan se træer fra deres vinduer, og at samarbejdet med omegnskommunerne om mindre trængsel bliver styrket. Min drøm er, at vi dirigerer bilerne ned under jorden og skaber en Grøn Boulevard omkring Ladegårdsåen fra Bispeengbuen til Amager.","København for cykler og fodgængere: En god cykelby er også en god fodgængerby. Jeg vil arbejde for, at vi passer på hinanden, og for ingen skal springe for livet. Derfor vil jeg indføre obligatorisk cykelkørekort i folkeskolen.",-0.5,-0.5,-0.5,-0.5,-0.5,0.5,1,1,0.5,-0.5,0.5,-1,0.5,,1,0.5,-0.5,0.5,-0.5
A,Socialdemokratiet,18,A_18,"Vores børn skal have den bedste uddannelse: Det går mig på, når bilerne kører alt for hurtigt på de veje, hvor vores børn færdes til og fra skole. Jeg vil arbejde for, at vores børn kan bevæge sig sikkert mellem hjem og skole. Det må og skal ikke være livsfarligt at gå i skole! Men det er også vigtigt at sikre ordentlige udfoldelsesmuligheder på skolerne, sådan både elever og lærere trives så godt som muligt.","Vores ældre skal behandles ordentligt: Men flere og flere af os bliver ældre, og Bispebjerg skal være et godt sted at blive gammel. Derfor arbejder jeg i Ældrerådet for flere plejehjem, hvor man kan fortsætte et aktivt liv i bydelen til det sidste.","Metro til Bispebjerg: Først og sidst skal man kunne komme til og fra Bispebjerg. Bydelen blev glemt, da metroen blev til. Jeg vil arbejde for, at fremtidens metro kommer til vores folkerige bydel.",-0.5,-1,-0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,-1,1,-1,1,1,1,0.5,-1
A,Socialdemokratiet,19,A_19,"Lettere adgang til offentlig hjælp: Vi rydder op i det rodede system og gør det nemt at få hjælp! I dag bliver alt for mange borgere sendt rundt i manegen, når de har brug for støtte. De skal snakke med flere forskellige kontorer og kæmpe sig gennem bunker af regler. Det stopper vi! Vi samler hjælpen ét sted, skærer ned på papirarbejdet og gør det hele mere menneskeligt. Alle fortjener en fair og enkel vej til den hjælp, de har brug","Flere tiltag for nedbringelse af kriminalitet: Samlet set er tidlig, koordineret og helhedsorienteret forebyggelse afgørende for at reducere kriminalitet blandt børn og unge, med vægt på samarbejde mellem relevante aktører, tidlig opsporing af risici og inddragelse af barnets netværk og familie.","Varm skolemad i folkeskolen: Varm mad til alle børn – hver dag! Det skal ikke være tilfældigt, om dit barn får et varmt måltid i skolen. Jeg kæmper for, at ALLE børn i folkeskolen får sund og nærende mad – hver dag. Forskning viser, at en fuld mave giver mere ro i klassen, bedre trivsel og styrker børns læring og udvikling. Mad er omsorg. Mad er læring. Mad er fællesskab.",-1,-1,-1,-1,-0.5,0.5,0.5,1,-0.5,-0.5,-1,-1,1,1,1,-0.5,-1,1,-1
A,Socialdemokratiet,20,A_20,"Flere kollegaer i velfærden: Velfærd er det vigtigste for mig. For det er her børn og unge udvikler sig - og hvor ældre får nærhed og omsorg. Men desværre mangler vi kollegaer i vores daginstitutioner, skoler og ældrepleje over hele byen. Jeg fjerne unødig dokumentation og regler, så vi får mere tid til nærhed og omsorg. Og jeg flytte penge ud til velfærden ved at have færre akademikere ansat på rådhuset.","Byg boliger, vi faktisk har råd til: Vi har nok dyre lejeboliger, som på Amager Strand og i Ørestaden. Nu skal vi bygge boliger, folk faktisk har råd til. Det skal sikre, at flere har råd til at blive boende i København. Jeg vil tage kampen op mod kapitalfondenes dyre boliger i glas, stål og beton. Og jeg vil stille krav om at der skal bygges andelsboliger, ejerboliger og almene boliger, der er til at betale.","Ud med bander og stoffer: Vi skal ikke finde os i kriminelle bander, der skyder og sælger stoffer i vores gader. De skal stoppes med hårde straffe. Men vores bedste våben i kommunen er forebyggelse, hvor frivillige og medarbejdere i velfærden hjælper unge. Samtidig skal vi stille større krav til integrationen, så flere kommer ind i gode fællesskaber, i uddannelse og i arbejde.",-0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,1,0.5,0.5,1,-1,1,0.5,1,0.5,1,0.5,-1
A,Socialdemokratiet,21,A_21,"Billige boliger: Flere billige boliger. Der skal bygges flere almene boliger så Sosuen, Pædagogen og Læreren har råd til at bo her.",Nærdemokrati: Lokaldemokratiet skal styrkes med flere beføjelser. Der skal være direkte valg og mere magt til lokaludvalgene.,Foreningsliv: Foreningerne skal styrkes. Det skal være nemmere og billigere at være en forening i København,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,0.5,-0.5,1,0.5,0.5,-0.5,1,-1,1,-0.5,0.5,1,-0.5
A,Socialdemokratiet,22,A_22,"Byudvikling skal være med til at sikre boliger til vores børn: Det må ikke kun være de få, der har råd til at bo i byen. Derfor vil jeg arbejde for flere boliger og en regulering, der modvirker spekulation. Nye boliger sætter gang i flyttekæder, som hjælper alle. Jeg ønsker en byudvikling, som styrker fællesskab og grønne gårdrum. Samtidig skal vi aflaste København gennem et tæt samarbejde med omegnskommunerne, så hele hovedstadsområdet udvikles i balance.","En parkeringslicens skal være en parkeringsgaranti: Parkeringsudfordringerne i København skal tages alvorligt. Betaler man for en licens, skal man også kunne finde en plads. Jeg vil kæmpe for, at kommunen tager større ansvar og indfører en parkeringsgaranti. Når der mangler pladser, må uudnyttede p-pladser stilles til rådighed, så beboere med dagligt behov ikke skal køre rundt i timer for at parkere.","Flere idrætsfaciliteter og grønne børnehaver: København mangler idrætsfaciliteter, og det begrænser bevægelse og fællesskab. Jeg vil investere i nye anlæg, udnytte faciliteterne bedre og sikre, at idræt tænkes ind i nye byområder. Samtidig vil jeg kæmpe for grønne rammer til børnene: flere institutioner med adgang til natur og udeområder samt samarbejde om grønne udeflytterbørnehaver i skov og landskab.",-0.5,-0.5,-0.5,0.5,-0.5,0.5,0.5,1,1,-1,0.5,-1,1,-0.5,1,0.5,-1,1,-1
A,Socialdemokratiet,23,A_23,"Beskæftigelsesindsatsen i København er værdifuld: Jobcenteret har ikke mange venner, men jeg kalder mig stolt for dens ven! jeg mener at vores beskæftigelsesindsats fortsat spiller en central rolle i at skabe et mere socialt og økonomisk bæredygtigt København. Debatten om beskæftigelsesindsatsen er ofte præget af kritik, og jeg er ikke blind overfor den del af debatten, men når vi investerer i beskæftigelse, investerer vi i mennesker.","Idræt og foreningsliv – en hjørnesten i vores fællesskab: Foreningerne er ikke blot steder, hvor vi dyrker sport – de er samlingspunkter, hvor børn, unge og voksne mødes på tværs af baggrunde og livssituationer. De skaber fællesskab, forebygger ensomhed og bidrager til både fysisk og mental sundhed. Et stærkt foreningsliv styrker sammenhængskraften i vores by og giver alle mulighed for at være en del af noget større.","Jeg vil være de offentligt ansattes stemme i politik.: Som tillidsrepræsentant i Københavns Kommune kender jeg hverdagen indefra. Jeg ved, hvordan det føles, når rammerne ikke hænger sammen, når arbejdspresset stiger, og når man bliver bedt om at løbe hurtigere – uden at der følger ressourcer eller anerkendelse med. For velfærd handler ikke kun om budgetter og måltal. Det handler om mennesker. Om arbejdsmiljø, faglighed og tryghed.",-0.5,-1,-1,1,-1,1,1,1,1,1,-0.5,-1,0.5,0.5,1,0.5,-1,1,-1
A,Socialdemokratiet,24,A_24,"Betalbare boliger for almindelige indkomster: Københavns boligmarked er blevet lukket land for de mange, og det rammer byens velfærd til skade for alle. Jeg vil arbejde for en hovedstad, hvor dem, der gør noget for byen, også kan bo i byen. For en bolig til almindelige lønmodtagere er afgørende for, at vi i København har dygtige lærere i vores folkeskoler, sundhedspersonale på hospitalerne og betjente på vores gader.","En stærk og selvstændig folkeskole: Folkeskolen skal styrkes og have mulighed for at lave de løsninger, som passer bedst til den enkelte skoles behov. Vi skal have tillid til, at lærerne ved, hvad de laver. For meget kontrol koster penge og kvæler lærernes arbejdsglæde. Det går ikke. For i folkeskolen lægger børn fundamentet for deres tilværelse, lærer at indgå i et fællesskab og får deres første nederlag. Derfor skal den styrkes.","Foreningslivets fællesskaber: Foreningslivets fællesskaber er det bedste sted for menneskelig udvikling og opbygning af karakter. Samtidig er samværet med andre den bedste kur mod almindelig mistrivsel. Derfor skal vi have idrætsbaner og foreningsliv med i vores lokalplaner, når vi bygger, og vi skal have ventelisterne i sportsklubberne banket i bund, så børn kan vokse i fællesskab. Ind med ressourcer, væk med ventelister.",-0.5,0.5,-0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,-0.5,0.5,-0.5,1,-0.5,0.5,0.5,-0.5
A,Socialdemokratiet,25,A_25,"Sundhed: “Mit mål er et Danmark, hvor sundhed er tilgængeligt for alle. Jeg vil fremme forebyggelse, mental trivsel og lige adgang til behandling, så ingen efterlades på sidelinjen i vores fælles sundhedsvæsen.”","Integration: Integration er en investering i fremtiden. Jeg vil sikre bedre rammer for deltagelse i arbejdsmarked, uddannelse og civilsamfund – så alle kan bruge deres ressourcer og bidrage til fællesskabet.","Arbejde: Arbejdsmarkedet skal være åbent for alle. Jeg vil styrke mulighederne for uddannelse, opkvalificering og lige adgang til jobs, så alle uanset baggrund kan bidrage aktivt og skabe et værdigt arbejdsliv.",-0.5,0.5,-1,-0.5,0.5,0.5,0.5,-0.5,-1,0.5,-1,-1,0.5,-0.5,1,-0.5,-1,0.5,-0.5
A,Socialdemokratiet,26,A_26,"Billigere/gratis offentlig transport: Vi har i alt for mange år forsøgt at mindske trafikken i København uden nogen effekt. Mange tiltage er blevet gjort, men intet har som sagt virket! Jeg går derfor til valg på at gøre offentlig transport gratis for visse grupper i København. På den måde gør vi det billigere at bo i København og mindsker de trafikale udfordringer.","En folkeskole der har fokus på læringslyst: Igen og igen hører vi om udfordringer i folkeskolen–10 pct. dumper i fagene dansk og matematik. Eleverne er stressede, pressede og motivationen til læring er udfordret. Derfor skal vi have mere fokus læringslyst og faglighed i undervisningen, da det har indflydelse på både elevernes trivsel og deres faglige udvikling. Fagligt overskud og trivsel skaber engagerede, nysgerrige og motiverede elever.","Bedre muligheder for at dyrke i dræt i København: De fysiske rammer for idrætten er utidssvarende i København – det kan vi ikke være bekendt. Fx har udviklingen af Valby Idrætsparkstået i stampe i mange år. Det er en katastrofe og det samme gør sig gældende mange andre steder i København. Nu er tiden kommet til at få lagt en endegyldig plan for området og tilført de midler, som der skal til for at skabe ordentlige rammer.",-0.5,-0.5,-1,-0.5,-0.5,0.5,1,-0.5,0.5,1,-0.5,-0.5,1,-0.5,1,-0.5,0.5,0.5,-1
A,Socialdemokratiet,27,A_27,,,,,,,,,,,,,,,,,,,,,,
